Plate,Plate ID,Well,Well Number,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Cell Type,Gene Symbol,Comment [Gene Comments],Gene Identifier,RefSeq Accession,RefSeq GI Number,Control Type,Duplex Number 1,Duplex Number 2,Duplex Number 3,Duplex Number 4,Reagent Design Gene Annotation Build,Analysis Gene Annotation Build,Comment [Image File Path]
MDA231_plate_94a,94a,B12,24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_94a
MDA231_plate_95c,95c,B12,24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_95c
MDA231_plate_92a,92a,B12,24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_92a
MDA231_plate_97b,97b,G1,73,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97b
MDA231_Val-2668c,2668c,B1,13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2668c
MDA231_plate_96c,96c,D12,48,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_96c
MDA231_plate_98a,98a,G12,84,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98a
MDA231_plate_96d,96d,D12,48,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_96d
MDA231_plate_97c,97c,D12,48,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97c
MDA231_plate_99b,99b,G12,84,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99b
MDA231_plate_95b,95b,G12,84,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_95b
MDA231_plate_95a,95a,D12,48,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_95a
MDA231_plate_95a,95a,E1,49,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_95a
MDA231_plate_99a,99a,E1,49,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99a
MDA231_plate_94d,94d,E1,49,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_94d
MDA231_plate_93d,93d,E1,49,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_93d
MDA231_plate_98b,98b,E1,49,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98b
MDA231_plate_98c,98c,G1,73,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98c
MDA231_plate_95b,95b,G1,73,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_95b
MDA231_plate_96b,96b,G1,73,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_96b
MDA231_Val-2601a,2601a,F1,61,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2601a
MDA231_Val-2652d,2652d,G12,84,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2652d
MDA231_Val-2636c,2636c,G12,84,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2636c
MDA231_plate_98b,98b,G12,84,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98b
MDA231_plate_97d,97d,G12,84,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97d
MDA231_Val-2649b,2649b,F1,61,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
MDA231_plate_95c,95c,G12,84,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_95c
MDA231_plate_97b,97b,D12,48,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97b
MDA231_Val-2652b,2652b,H9,93,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2652b
MDA231_plate_95b,95b,D12,48,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_95b
MDA231_plate_99b,99b,B1,13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99b
MDA231_Val-2569a,2569a,F1,61,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2569a
MDA231_plate_99c,99c,B12,24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99c
MDA231_plate_98d,98d,G1,73,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98d
MDA231_plate_98c,98c,B12,24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98c
MDA231_plate_97d,97d,D12,48,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97d
MDA231_plate_92b,92b,D12,48,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_92b
MDA231_plate_94c,94c,E1,49,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_94c
MDA231_Val-2649d,2649d,C12,36,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649d
MDA231_Val-2668b,2668b,B1,13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2668b
MDA231_plate_93d,93d,G1,73,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_93d
MDA231_plate_90a,90a,G1,73,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90a
MDA231_plate_92d,92d,B12,24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_92d
MDA231_plate_99a,99a,B12,24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99a
MDA231_Val-2636a,2636a,B1,13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2636a
MDA231_plate_92d,92d,G1,73,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_92d
MDA231_Val-2393d,2393d,C12,36,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393d
MDA231_plate_93a,93a,G12,84,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_93a
MDA231_plate_95d,95d,E1,49,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_95d
MDA231_Val-2652a,2652a,F1,61,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2652a
MDA231_plate_92c,92c,G1,73,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_92c
MDA231_plate_93d,93d,G12,84,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_93d
MDA231_Val-2601d,2601d,G12,84,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2601d
MDA231_Val-2601c,2601c,B1,13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2601c
MDA231_plate_90b,90b,E1,49,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90b
MDA231_Val-2393d,2393d,F1,61,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2393d
MDA231_plate_91b,91b,B12,24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_91b
MDA231_plate_94c,94c,B1,13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_94c
MDA231_plate_94a,94a,G1,73,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_94a
MDA231_plate_93d,93d,B1,13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_93d
MDA231_Val-2569d,2569d,F1,61,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2569d
MDA231_Val-2652b,2652b,C12,36,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2652b
MDA231_plate_98d,98d,E1,49,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98d
MDA231_Val-2684a,2684a,C12,36,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684a
MDA231_Val-2649b,2649b,C12,36,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
MDA231_plate_96c,96c,G1,73,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_96c
MDA231_Val-2668c,2668c,F1,61,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2668c
MDA231_Val-2601c,2601c,G12,84,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2601c
MDA231_plate_97b,97b,E1,49,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97b
MDA231_plate_90d,90d,B12,24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90d
MDA231_plate_95a,95a,G1,73,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_95a
MDA231_plate_91a,91a,G1,73,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_91a
MDA231_Val-2569c,2569c,F1,61,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2569c
MDA231_Val-2636c,2636c,F1,61,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,,,mock,,,,Negative,,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2636c
Hs578T_Val-0675d,0675d,B3,15,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MSX1,,4487,NM_002448,118582283,,D-011733-01,D-011733-02,D-011733-03,D-011733-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675d
Hs578T_Val-0675b,0675b,B3,15,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MSX1,,4487,NM_002448,118582283,,D-011733-01,D-011733-02,D-011733-03,D-011733-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675b
Hs578T_Val-0675d,0675d,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,,,,D-011733-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675d
Hs578T_Val-0675a,0675a,B3,15,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MSX1,,4487,NM_002448,118582283,,D-011733-01,D-011733-02,D-011733-03,D-011733-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675a
Hs578T_Val-0675a,0675a,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,,,,D-011733-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675a
Hs578T_Val-0675c,0675c,B3,15,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MSX1,,4487,NM_002448,118582283,,D-011733-01,D-011733-02,D-011733-03,D-011733-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675c
Hs578T_Val-0675b,0675b,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,,,,D-011733-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675b
Hs578T_Val-0675c,0675c,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,,,,D-011733-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675c
Hs578T_Val-0675c,0675c,F11,71,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,,,D-011733-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675c
Hs578T_Val-0675a,0675a,F11,71,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,,,D-011733-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675a
Hs578T_Val-0675b,0675b,F11,71,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,,,D-011733-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675b
Hs578T_Val-0675d,0675d,F11,71,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,,,D-011733-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675d
Hs578T_Val-0675d,0675d,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,,D-011733-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675d
Hs578T_Val-0675b,0675b,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,,D-011733-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675b
Hs578T_Val-0675a,0675a,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,,D-011733-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675a
Hs578T_Val-0675c,0675c,A4,4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,D-011733-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675c
Hs578T_Val-0675b,0675b,A4,4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,D-011733-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675b
Hs578T_Val-0675c,0675c,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,,D-011733-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675c
Hs578T_Val-0675d,0675d,A4,4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,D-011733-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675d
Hs578T_Val-0675a,0675a,A4,4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MSX1,,4487,NM_002448,118582283,,D-011733-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0675a
Hs578T_Val-2649c,2649c,B3,15,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MTA1,,9112,NM_004689,115527079,,D-004127-01,D-004127-02,D-004127-04,D-004127-05,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
Hs578T_Val-2649a,2649a,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,,,,D-004127-05,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
Hs578T_Val-2649c,2649c,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,,,,D-004127-05,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
Hs578T_Val-2649d,2649d,B3,15,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MTA1,,9112,NM_004689,115527079,,D-004127-01,D-004127-02,D-004127-04,D-004127-05,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
Hs578T_Val-2649d,2649d,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,,,,D-004127-05,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
Hs578T_Val-2649b,2649b,B3,15,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MTA1,,9112,NM_004689,115527079,,D-004127-01,D-004127-02,D-004127-04,D-004127-05,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649b,2649b,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,,,,D-004127-05,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649a,2649a,B3,15,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MTA1,,9112,NM_004689,115527079,,D-004127-01,D-004127-02,D-004127-04,D-004127-05,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
Hs578T_Val-2649b,2649b,B2,14,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,,,D-004127-04,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649c,2649c,B2,14,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,,,D-004127-04,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
Hs578T_Val-2649a,2649a,B4,16,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,D-004127-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
